"liz_id","treatment","hatch_date","season_hatch","measure_date","measure_error","process_researcher","imgj_researcher","process_notes","egg_id","egg_laid_date","egg_length","egg_mass","egg_width","heatwave_exposed","liz_status","death_date","mass","svl","lnMass","lnSVL","obs_id"
"ld0451",29,2017-12-04,"S2",2018-02-08,0,"PS","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.162,20.468,-1.82015894374975,3.01886269094285,2102
"ld0451",29,2017-12-04,"S2",2018-02-27,0,"FK","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.174,20.939,-1.74869997976761,3.04161344881018,2103
"ld0451",29,2017-12-04,"S2",2018-03-21,0,"FK","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.172,20.694,-1.76026080216868,3.02984380318276,2104
"ld0451",29,2017-12-04,"S2",2018-04-03,0,"TF","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.216,21.655,-1.53247687129797,3.07523637466659,2105
"ld0451",29,2017-12-04,"S2",2018-04-19,0,"TF","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.223,23.414,-1.50058350752202,3.15333413405748,2106
"ld0451",29,2017-12-04,"S2",2018-05-03,0,"TF","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.247,22.231,-1.39836694235416,3.10148771121985,2107
"ld0451",29,2017-12-04,"S2",2018-05-10,0,"TF","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.27,24.381,-1.30933331998376,3.19380414043918,2108
"ld0451",29,2017-12-04,"S2",2018-05-29,0,"TF","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.263,24.077,-1.33560124680437,3.18125702796169,2109
"ld0451",29,2017-12-04,"S2",2018-06-23,0,"TF","JD","","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.29,23.758,-1.23787435600162,3.16791931586735,2110
"ld0451",29,2017-12-04,"S2",2018-07-21,0,"TF",NA,"","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.342,25,-1.07294454191953,3.2188758248682,2111
"ld0451",29,2017-12-04,"S2",2018-08-14,0,"TF",NA,"","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.366,26,-1.00512194558077,3.25809653802148,2112
"ld0451",29,2017-12-04,"S2",2018-10-04,0,"VF",NA,"batch1 shelf","egg0244","07/11/2017",8.35,0.185,6.57,"","ALIVE",NA,0.465,27.5,-0.765717873394781,3.31418600467253,2113
"ld0452",29,2017-12-05,"S2",2017-12-05,0,"BS","ST","","egg0273","20/11/2017",9.34,0.256,6.94,"","DEAD",2018-02-02,0.125,18.2,-2.07944154167984,2.90142159408275,2114
"ld0452",29,2017-12-05,"S2",2017-12-30,0,"FK",NA,"no datas","egg0273","20/11/2017",9.34,0.256,6.94,"","DEAD",2018-02-02,0.12,NA,-2.12026353620009,NA,2115
"ld0452",29,2017-12-05,"S2",2018-01-22,0,"FK","ST","","egg0273","20/11/2017",9.34,0.256,6.94,"","DEAD",2018-02-02,0.12,18.999,-2.12026353620009,2.9443863462024,2116
"ld0453",29,2017-12-06,"S2",2017-12-06,0,"BS","ST","","egg0274","20/11/2017",10.15,0.276,6.58,"","DEAD",2018-01-31,0.12,18.566,-2.12026353620009,2.92133195097774,2117
"ld0453",29,2017-12-06,"S2",2017-12-30,1,"FK","ST","","egg0274","20/11/2017",10.15,0.276,6.58,"","DEAD",2018-01-31,0.121,18.75,-2.1119647333854,2.93119375241642,2118
"ld0453",29,2017-12-06,"S2",2017-12-30,1,"FK","ST","","egg0274","20/11/2017",10.15,0.276,6.58,"","DEAD",2018-01-31,0.122,18.857,-2.10373423424888,2.93688419774479,2119
"ld0453",29,2017-12-06,"S2",2018-01-22,0,"FK","ST","","egg0274","20/11/2017",10.15,0.276,6.58,"","DEAD",2018-01-31,0.126,18.595,-2.07147337203066,2.92289272737703,2120
"ld0454",29,2017-12-08,"S2",2017-12-08,0,"BS","ST","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.126,19.91,-2.07147337203066,2.9912221180761,2121
"ld0454",29,2017-12-08,"S2",2017-12-30,0,"FK","ST","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.137,20.636,-1.98777435315401,3.0270371233824,2122
"ld0454",29,2017-12-08,"S2",2018-01-22,0,"FK","ST","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.144,20.054,-1.93794197940614,2.99842863510173,2123
"ld0454",29,2017-12-08,"S2",2018-02-08,0,"PS","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.157,19.627,-1.85150947363383,2.97690616930394,2124
"ld0454",29,2017-12-08,"S2",2018-02-27,0,"FK","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.155,20.039,-1.86433016206289,2.99768037477201,2125
"ld0454",29,2017-12-08,"S2",2018-03-21,1,"FK","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.164,21.142,-1.80788885115794,3.05126158334647,2126
"ld0454",29,2017-12-08,"S2",2018-03-21,1,"FK","JD","no datas","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.166,NA,-1.79576749062559,NA,2127
"ld0454",29,2017-12-08,"S2",2018-04-03,0,"TF","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.22,22.975,-1.51412773262978,3.13440666824175,2128
"ld0454",29,2017-12-08,"S2",2018-05-03,1,"TF","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.216,23.046,-1.53247687129797,3.13749221859182,2129
"ld0454",29,2017-12-08,"S2",2018-05-03,1,"TF","JD","no datas","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.216,NA,-1.53247687129797,NA,2130
"ld0454",29,2017-12-08,"S2",2018-05-15,1,"TF","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.214,23.498,-1.54177926396029,3.15691531114538,2131
"ld0454",29,2017-12-08,"S2",2018-05-15,1,"TF","JD","no datas","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.214,NA,-1.54177926396029,NA,2132
"ld0454",29,2017-12-08,"S2",2018-05-29,1,"TF","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.24,24.369,-1.42711635564015,3.19331183273693,2133
"ld0454",29,2017-12-08,"S2",2018-05-29,1,"TF","JD","no datas","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.243,NA,-1.41469383564159,NA,2134
"ld0454",29,2017-12-08,"S2",2018-06-24,1,"TF","JD","","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.268,24.504,-1.31676829847128,3.19883636953047,2135
"ld0454",29,2017-12-08,"S2",2018-06-24,1,"TF","JD","no datas","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.267,NA,-1.32050662058189,NA,2136
"ld0454",29,2017-12-08,"S2",2018-07-17,1,"TF",NA,"","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.314,25,-1.15836229307388,3.2188758248682,2137
"ld0454",29,2017-12-08,"S2",2018-07-17,1,"TF",NA,"","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.313,25,-1.16155208844198,3.2188758248682,2138
"ld0454",29,2017-12-08,"S2",2018-10-05,0,"VF",NA,"Not sure if the measure is necessary ?","egg0236","03/11/2017",8.88,0.147,5.24,"","ALIVE",NA,0.438,27,-0.825536368605691,3.29583686600433,2139
"ld0455",29,2017-12-08,"S2",2017-12-08,0,"BS","ST","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.111,18.309,-2.1982250776698,2.90739274223047,2140
"ld0455",29,2017-12-08,"S2",2017-12-30,0,"FK","ST","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.132,20.262,-2.02495335639577,3.00874721063149,2141
"ld0455",29,2017-12-08,"S2",2018-01-22,0,"FK","ST","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.144,20.617,-1.93794197940614,3.02611597818843,2142
"ld0455",29,2017-12-08,"S2",2018-02-08,0,"PS","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.169,17.845,-1.77785656405906,2.88172335694212,2143
"ld0455",29,2017-12-08,"S2",2018-02-27,0,"FK","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.17,21.228,-1.77195684193188,3.05532106496565,2144
"ld0455",29,2017-12-08,"S2",2018-03-21,0,"FK","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.178,20.131,-1.72597172869005,3.00226091551669,2145
"ld0455",29,2017-12-08,"S2",2018-04-03,0,"TF","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.227,22.276,-1.48280526150073,3.10350986572742,2146
"ld0455",29,2017-12-08,"S2",2018-04-19,0,"TF","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.228,23.077,-1.4784096500277,3.13883645052244,2147
"ld0455",29,2017-12-08,"S2",2018-05-03,0,"TF","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.241,22.747,-1.42295834549148,3.12443326856972,2148
"ld0455",29,2017-12-08,"S2",2018-05-10,0,"TF","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.261,22.673,-1.34323487165944,3.12117478924451,2149
"ld0455",29,2017-12-08,"S2",2018-05-29,0,"TF","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.266,23.33,-1.32425897020044,3.14974008603334,2150
"ld0455",29,2017-12-08,"S2",2018-06-23,0,"TF","JD","","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.261,24.356,-1.34323487165944,3.19277822574633,2151
"ld0455",29,2017-12-08,"S2",2018-07-21,1,"TF",NA,"","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.293,25,-1.22758266996507,3.2188758248682,2152
"ld0455",29,2017-12-08,"S2",2018-07-21,1,"TF",NA,"","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.292,25,-1.23100147671386,3.2188758248682,2153
"ld0455",29,2017-12-08,"S2",2018-08-14,0,"TF",NA,"","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.323,26,-1.13010295575948,3.25809653802148,2154
"ld0455",29,2017-12-08,"S2",2018-10-04,0,"VF",NA,"batch1 shelf","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.437,27.5,-0.827822083886547,3.31418600467253,2155
"ld0455",29,2017-12-08,"S2",2018-11-13,0,"VF",NA,"","egg0247","07/11/2017",8.62,0.151,5.49,"","ALIVE",NA,0.486,29.5,-0.721546655081643,3.38439026334577,2156
"ld0456",29,2017-12-08,"S2",2017-12-08,0,"BS","ST","","egg0246","07/11/2017",8.78,0.139,5.63,"","DEAD",2018-02-05,0.114,18.879,-2.17155683058764,2.93805019321291,2157
"ld0456",29,2017-12-08,"S2",2017-12-30,0,"FK","ST","","egg0246","07/11/2017",8.78,0.139,5.63,"","DEAD",2018-02-05,0.137,19.64,-1.98777435315401,2.97756830292632,2158
"ld0456",29,2017-12-08,"S2",2018-01-22,0,"FK","ST","","egg0246","07/11/2017",8.78,0.139,5.63,"","DEAD",2018-02-05,0.151,20.086,-1.89047544216721,3.00002305497115,2159
"ld0457",29,2017-12-09,"S2",2017-12-09,0,"BS","ST","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.135,18.48,-2.00248050054371,2.91668906621354,2160
"ld0457",29,2017-12-09,"S2",2017-12-30,0,"FK","ST","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.136,19.096,-1.99510039324608,2.94947888903653,2161
"ld0457",29,2017-12-09,"S2",2018-01-22,1,"FK","ST","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.145,19.01,-1.93102153656156,2.94496515650034,2162
"ld0457",29,2017-12-09,"S2",2018-01-22,1,"FK","ST","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.146,19.445,-1.9241486572738,2.96758996760771,2163
"ld0457",29,2017-12-09,"S2",2018-02-08,0,"PS","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.159,18.828,-1.83885107676191,2.9353451235389,2164
"ld0457",29,2017-12-09,"S2",2018-02-27,0,"FK","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.171,19.123,-1.76609172247948,2.95089179908084,2165
"ld0457",29,2017-12-09,"S2",2018-03-21,0,"FK","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.185,20.704,-1.68739945390381,3.03032691831849,2166
"ld0457",29,2017-12-09,"S2",2018-04-03,0,"TF","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.235,22.953,-1.44816976483798,3.13344864691782,2167
"ld0457",29,2017-12-09,"S2",2018-04-19,0,"TF","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.226,22.568,-1.48722027970985,3.1165329736997,2168
"ld0457",29,2017-12-09,"S2",2018-05-03,0,"TF","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.248,22.737,-1.39432653281715,3.123993553498,2169
"ld0457",29,2017-12-09,"S2",2018-05-10,0,"TF","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.274,23.927,-1.29462717259407,3.17500752841154,2170
"ld0457",29,2017-12-09,"S2",2018-05-29,0,"TF","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.272,24.327,-1.30195321268614,3.19158684463053,2171
"ld0457",29,2017-12-09,"S2",2018-06-23,0,"TF","JD","","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.279,23.499,-1.27654349716077,3.15695786705321,2172
"ld0457",29,2017-12-09,"S2",2018-07-21,0,"TF",NA,"","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.325,24,-1.1239300966524,3.17805383034795,2173
"ld0457",29,2017-12-09,"S2",2018-08-14,0,"TF",NA,"","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.355,25,-1.03563748950672,3.2188758248682,2174
"ld0457",29,2017-12-09,"S2",2018-10-04,0,"VF",NA,"batch1 shelf","egg0249","10/11/2017",8.95,0.172,6.22,"","ALIVE",NA,0.453,26.5,-0.791863153499103,3.27714473299218,2175
"ld0458",29,2017-12-10,"S2",2017-12-10,0,"MM","ST","row added by VF","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,NA,NA,NA,NA,2176
"ld0458",29,2017-12-10,"S2",2017-12-13,0,"FK",NA,"no datas","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.131,NA,-2.03255795578099,NA,2177
"ld0458",29,2017-12-10,"S2",2017-12-30,0,"FK","ST","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.144,18.933,-1.93794197940614,2.94090643127021,2178
"ld0458",29,2017-12-10,"S2",2018-01-22,0,"FK","ST","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.15,19.042,-1.89711998488588,2.9466470658635,2179
"ld0458",29,2017-12-10,"S2",2018-02-08,0,"PS","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.154,19.847,-1.87080267656851,2.98805286221012,2180
"ld0458",29,2017-12-10,"S2",2018-02-27,0,"FK","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.17,20.094,-1.77195684193188,3.00042126304012,2181
"ld0458",29,2017-12-10,"S2",2018-03-21,0,"FK","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.182,20.885,-1.70374859190534,3.03903119794914,2182
"ld0458",29,2017-12-10,"S2",2018-04-03,0,"TF","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.237,20.113,-1.43969513784701,3.00136637217108,2183
"ld0458",29,2017-12-10,"S2",2018-04-19,0,"TF","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.22,20.688,-1.51412773262978,3.0295538220295,2184
"ld0458",29,2017-12-10,"S2",2018-05-03,0,"TF","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.24,21.085,-1.42711635564015,3.04856188719852,2185
"ld0458",29,2017-12-10,"S2",2018-05-15,1,"TF","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.249,21.401,-1.39030238251743,3.063437649908,2186
"ld0458",29,2017-12-10,"S2",2018-05-15,1,"TF","JD","row added by VF, cf Jack_group1","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,NA,NA,NA,NA,2187
"ld0458",29,2017-12-10,"S2",2018-05-18,0,"TF",NA,"no datas","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.247,NA,-1.39836694235416,NA,2188
"ld0458",29,2017-12-10,"S2",2018-06-07,0,"TF","JD","row added by VF","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,NA,NA,NA,NA,2189
"ld0458",29,2017-12-10,"S2",2018-06-23,1,"TF","JD","","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.332,23.591,-1.10262031006565,3.1608652833647,2190
"ld0458",29,2017-12-10,"S2",2018-06-23,1,"TF",NA,"no datas","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.331,NA,-1.10563690360507,NA,2191
"ld0458",29,2017-12-10,"S2",2018-07-17,0,"TF",NA,"","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.283,24,-1.2623083813389,3.17805383034795,2192
"ld0458",29,2017-12-10,"S2",2018-07-21,0,"TF",NA,"","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.353,24,-1.04128722204884,3.17805383034795,2193
"ld0458",29,2017-12-10,"S2",2018-08-14,0,"TF",NA,"","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.402,26,-0.911303190363116,3.25809653802148,2194
"ld0458",29,2017-12-10,"S2",2018-10-04,0,"VF",NA,"batch2 shelf","egg0252","11/11/2017",9.13,0.217,6.62,"","ALIVE",NA,0.467,26.5,-0.76142602131324,3.27714473299218,2195
"ld0459",23,2017-12-13,"S2",2017-12-13,0,"FK","ST","","egg0225","27/10/2017",8.54,0.136,5.54,"","DEAD",2018-02-05,0.123,19.063,-2.09557092360972,2.94774928353184,2196
"ld0459",23,2017-12-13,"S2",2017-12-30,0,"FK","ST","","egg0225","27/10/2017",8.54,0.136,5.54,"","DEAD",2018-02-05,0.134,20.023,-2.00991547903123,2.99688161281051,2197
"ld0459",23,2017-12-13,"S2",2018-01-22,0,"FK","ST","","egg0225","27/10/2017",8.54,0.136,5.54,"","DEAD",2018-02-05,0.142,18.99,-1.95192822138088,2.94391252482419,2198
"ld0460",23,2017-12-14,"S2",2017-12-14,0,"FK","ST","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.118,18.15,-2.13707065451647,2.89867056071086,2199
"ld0460",23,2017-12-14,"S2",2017-12-30,0,"FK","ST","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.138,18.903,-1.98050159382493,2.93932063962803,2200
"ld0460",23,2017-12-14,"S2",2018-01-22,0,"FK","ST","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.139,19.09,-1.97328134585145,2.94916463773766,2201
"ld0460",23,2017-12-14,"S2",2018-02-08,0,"PS","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.161,19.927,-1.82635091399767,2.99207559605045,2202
"ld0460",23,2017-12-14,"S2",2018-02-27,0,"FK",NA,"no datas","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.163,NA,-1.81400507817537,NA,2203
"ld0460",23,2017-12-14,"S2",2018-03-21,0,"FK","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.171,20.901,-1.76609172247948,3.03979700471609,2204
"ld0460",23,2017-12-14,"S2",2018-04-03,0,"TF","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.209,20.125,-1.56542102701733,3.00196282330463,2205
"ld0460",23,2017-12-14,"S2",2018-04-19,0,"TF","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.223,22.649,-1.50058350752202,3.12011570084402,2206
"ld0460",23,2017-12-14,"S2",2018-05-03,0,"TF","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.227,21.452,-1.48280526150073,3.06581788112068,2207
"ld0460",23,2017-12-14,"S2",2018-05-10,0,"TF","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.251,21.919,-1.38230233985035,3.08735384060121,2208
"ld0460",23,2017-12-14,"S2",2018-05-29,1,"TF","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.249,22.676,-1.39030238251743,3.12130709646206,2209
"ld0460",23,2017-12-14,"S2",2018-05-29,1,"TF",NA,"no datas","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.249,NA,-1.39030238251743,NA,2210
"ld0460",23,2017-12-14,"S2",2018-06-23,1,"TF","JD","","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.281,23.576,-1.26940060964839,3.16022924543539,2211
"ld0460",23,2017-12-14,"S2",2018-06-23,1,"TF",NA,"no datas","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.281,NA,-1.26940060964839,NA,2212
"ld0460",23,2017-12-14,"S2",2018-07-21,0,"TF",NA,"","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.329,23,-1.11169752821677,3.13549421592915,2213
"ld0460",23,2017-12-14,"S2",2018-08-14,0,"TF",NA,"","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.372,24,-0.988861424708991,3.17805383034795,2214
"ld0460",23,2017-12-14,"S2",2018-10-04,0,"VF",NA,"batch1 shelf","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.475,25,-0.744440474947496,3.2188758248682,2215
"ld0460",23,2017-12-14,"S2",2019-01-30,0,"FK",NA,"","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.566,29.5,-0.569161200778954,3.38439026334577,2216
"ld0460",23,2017-12-14,"S2",2019-01-30,0,"CW",NA,"","egg0228","27/10/2017",8.61,0.139,5.32,"","ALIVE",NA,0.564,28,-0.572701027484078,3.3322045101752,2217
"ld0461",23,2017-12-15,"S2",2017-12-15,0,"BS","ST","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.114,18.112,-2.17155683058764,2.89657470202077,2218
"ld0461",23,2017-12-15,"S2",2018-01-08,0,"FK","ST","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.124,18.652,-2.0874737133771,2.92595337894607,2219
"ld0461",23,2017-12-15,"S2",2018-01-29,0,"FK","ST","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.114,18.751,-2.17155683058764,2.93124708432758,2220
"ld0461",23,2017-12-15,"S2",2018-02-19,0,"FK","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.14,19.299,-1.96611285637283,2.96005328109697,2221
"ld0461",23,2017-12-15,"S2",2018-03-12,0,"FK","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.156,19.797,-1.8578992717326,2.98553041106939,2222
"ld0461",23,2017-12-15,"S2",2018-04-03,0,"TF","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.21,21.771,-1.56064774826467,3.08057880896411,2223
"ld0461",23,2017-12-15,"S2",2018-04-19,0,"TF","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.218,22.016,-1.52326021619305,3.09176946175093,2224
"ld0461",23,2017-12-15,"S2",2018-05-10,0,"TF","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.259,23.064,-1.3509272172826,3.1382729603361,2225
"ld0461",23,2017-12-15,"S2",2018-05-29,0,"TF","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.269,21.354,-1.3130438993803,3.06123907575611,2226
"ld0461",23,2017-12-15,"S2",2018-06-23,0,"TF","JD","","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.274,22.831,-1.29462717259407,3.12811926159732,2227
"ld0461",23,2017-12-15,"S2",2018-07-21,0,"TF",NA,"","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.324,24,-1.12701176318981,3.17805383034795,2228
"ld0461",23,2017-12-15,"S2",2018-08-14,0,"TF",NA,"","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.353,25,-1.04128722204884,3.2188758248682,2229
"ld0461",23,2017-12-15,"S2",2018-10-04,0,"VF",NA,"batch1 shelf","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.435,27,-0.832409247893453,3.29583686600433,2230
"ld0461",23,2017-12-15,"S2",2018-11-13,0,"VF",NA,"","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.491,28,-0.711311151187616,3.3322045101752,2231
"ld0461",23,2017-12-15,"S2",2018-11-29,0,"VF",NA,"","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.495,28,-0.703197516413447,3.3322045101752,2232
"ld0461",23,2017-12-15,"S2",2018-12-11,0,"VF",NA,"","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.505,29,-0.683196849706777,3.36729582998647,2233
"ld0461",23,2017-12-15,"S2",2019-01-17,0,"VF",NA,"","egg0251","10/11/2017",NA,NA,NA,"","ALIVE",NA,0.557,29,-0.585190039054853,3.36729582998647,2234
"ld0462",23,2017-12-15,"S2",2017-12-15,0,"BS","ST","","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,0.13,19.272,-2.04022082852655,2.95865326531257,2235
"ld0462",23,2017-12-15,"S2",2017-12-30,0,"FK","ST","row added by VF","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,NA,NA,NA,NA,2236
"ld0462",23,2017-12-15,"S2",2018-01-08,0,"FK","ST","","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,0.134,20.093,-2.00991547903123,3.00037149570242,2237
"ld0462",23,2017-12-15,"S2",2018-01-29,0,"FK","JD","","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,0.133,19.971,-2.01740615076038,2.99428122128668,2238
"ld0462",23,2017-12-15,"S2",2018-02-19,0,"FK","JD","","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,0.16,20.745,-1.83258146374831,3.03230525378483,2239
"ld0462",23,2017-12-15,"S2",2018-03-12,0,"FK","JD","","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,0.174,19.145,-1.74869997976761,2.95204158492926,2240
"ld0462",23,2017-12-15,"S2",2018-04-03,1,"TF","JD","","egg0215","24/10/2017",9.44,0.169,5.82,"","ALIVE",NA,0.233,21.591,-1.45671682541644,3.07227656119378,2241
